product_name,brand,Category,city,order_date,month,retail_price,discounted_price,discount_pct,discount_band,price_band,units_sold,revenue,product_rating_clean,Rating_Status,,,,,
Shikon SKO42 BMI Personal Weighing Scale Body Fat Analyzer,Unknown,Beauty and Personal Care,Pune,28-06-2023,2023-06,2490,2000,19.7,10-30%,Premium (1500-5000),351,6915,0,Not Rated,,,,,
Fab Fashion Alloy Necklace,Fab Fashion,Jewellery,Hyderabad,14-07-2023,2023-07,1080,486,55,50%+,Mid (500-1500),102,5610,0,Not Rated,,,,,
Intel 3.2 GHz LGA 1150 i5-4460 (BX80646I54460) Processor,Intel,Computers,Hyderabad,16-07-2023,2023-07,18000,15485,14,10-30%,Luxury (5000+),139,1946,3.3,Rated,,,,,
Fashion Jewellery Alloy Necklace,Fashion Jewellery,Jewellery,Chennai,13-12-2023,2023-12,699,239,65.8,50%+,Mid (500-1500),424,27899,0,Not Rated,,,,,
Fashion Jewellery Alloy Necklace,Fashion Jewellery,Jewellery,Delhi,22-10-2023,2023-10,699,239,65.8,50%+,Mid (500-1500),434,28557,0,Not Rated,,,,,
Jonex Shoe Racer In-line Skates - Size 2 UK,Unknown,Sports & Fitness,Pune,01-10-2023,2023-10,2350,1955,16.8,10-30%,Premium (1500-5000),278,4670,0,Not Rated,,,,,
Galz4ever Three String multi pearl Alloy Necklace,Galz4ever,Jewellery,Delhi,27-08-2023,2023-08,779,209,73.2,50%+,Mid (500-1500),411,30085,0,Not Rated,,,,,
Gulshan Arts Crafts Laughing Buddha Showpiece  -  5 cm,Gulshan Arts Crafts,Home Decor & Festive Needs,Hyderabad,18-09-2023,2023-09,1800,510,71.7,50%+,Premium (1500-5000),447,32050,0,Not Rated,,,,,
ETTI Wood Necklace,ETTI,Jewellery,Bengaluru,18-12-2023,2023-12,1000,199,80.1,50%+,Mid (500-1500),221,17702,0,Not Rated,,,,,
Aapno Rajasthan Marvel In Marble - Gold Embossed Roli Tika Chopra Showpiece  -  7.62 cm,Aapno Rajasthan,Home Decor & Festive Needs,Chennai,09-11-2023,2023-11,715,600,16.1,10-30%,Mid (500-1500),491,7905,0,Not Rated,,,,,
Indian Fashion Guru Artificial Jewellery Ceramic Necklace,Indian Fashion Guru,Jewellery,Hyderabad,12-06-2023,2023-06,800,349,56.4,50%+,Mid (500-1500),58,3271,0,Not Rated,,,,,
Lekue 12.59 inch Lid,Lekue,Kitchen & Dining,Mumbai,13-05-2023,2023-05,1572,1572,0,0-10%,Premium (1500-5000),221,0,0,Not Rated,,,,,
DressBerry Metal Necklace,DressBerry,Jewellery,Bengaluru,21-07-2023,2023-07,325,195,40,30-50%,Budget (<500),128,5120,0,Not Rated,,,,,
Desert Eshop Kundan Work Marble Peacock Roli Sindoor Vas 279 Showpiece  -  11 cm,Desert Eshop,Home Decor & Festive Needs,Bengaluru,14-11-2023,2023-11,699,495,29.2,10-30%,Mid (500-1500),411,12001,0,Not Rated,,,,,
"Diovanni Fashionable Monochrome Metal, Alloy Necklace",Diovanni,Jewellery,Pune,18-09-2023,2023-09,600,269,55.2,50%+,Mid (500-1500),349,19265,3.6,Rated,,,,,
Dhrohar Gold Tone Black Enamel Bling Yellow Gold Plated Alloy Necklace,Dhrohar,Jewellery,Chennai,20-11-2023,2023-11,999,249,75.1,50%+,Mid (500-1500),22,1652,0,Not Rated,,,,,
Ravishing Variety Statue Showpiece  -  17 cm,Ravishing Variety,Home Decor & Festive Needs,Mumbai,02-05-2023,2023-05,799,500,37.4,30-50%,Mid (500-1500),43,1608,0,Not Rated,,,,,
Homefoster Silk Dori Necklace,Homefoster,Jewellery,Mumbai,10-07-2023,2023-07,234,234,0,0-10%,Budget (<500),65,0,0,Not Rated,,,,,
Indigocart Handcrafted Antique Brass Telescope Showpiece  -  1 cm,Indigocart,Home Decor & Festive Needs,Hyderabad,06-06-2023,2023-06,1199,497,58.5,50%+,Mid (500-1500),185,10823,0,Not Rated,,,,,
"Gia Yellow Gold Plated Metal, Alloy Necklace",Gia,Jewellery,Bengaluru,28-04-2023,2023-04,599,329,45.1,30-50%,Mid (500-1500),484,21828,0,Not Rated,,,,,
Fashblush Round Dazzle Marble Bella Forever New Alloy Necklace,Fashblush,Jewellery,Chennai,10-05-2023,2023-05,999,197,80.3,50%+,Mid (500-1500),446,35814,0,Not Rated,,,,,
GoldNera Alloy Necklace,GoldNera,Jewellery,Chennai,21-11-2023,2023-11,987,299,69.7,50%+,Mid (500-1500),170,11849,0,Not Rated,,,,,
Joyeria Milan Combo Of Pearl And Bead Resin Necklace,Joyeria Milan,Jewellery,Delhi,27-09-2023,2023-09,399,399,0,0-10%,Budget (<500),419,0,0,Not Rated,,,,,
Gift Island Silver Plated Alloy Necklace,Gift Island,Jewellery,Hyderabad,05-12-2023,2023-12,499,499,0,0-10%,Budget (<500),329,0,0,Not Rated,,,,,
"Gadget-Wagon Consistant 2.1 Channel Home Theater Speaker System with USB, Memory Card & FM Radio Mini Hi-Fi System",Gadget-Wagon,Home Entertainment,Bengaluru,09-10-2023,2023-10,4250,2450,42.4,30-50%,Premium (1500-5000),444,18826,0,Not Rated,,,,,
Bagru Crafts Wall hanging of Lord Ganesha Showpiece  -  21.69 cm,Bagru Crafts,Home Decor & Festive Needs,Bengaluru,04-07-2023,2023-07,999,549,45,30-50%,Mid (500-1500),76,3420,5,Rated,,,,,
Apkamart Traditional Pitcher 8 Inch Showpiece  -  20 cm,Apkamart,Home Decor & Festive Needs,Mumbai,13-08-2023,2023-08,800,499,37.6,30-50%,Mid (500-1500),267,10039,0,Not Rated,,,,,
NEHP NEH005 Showpiece  -  3.81 cm,NEHP,Home Decor & Festive Needs,Bengaluru,22-07-2023,2023-07,599,599,0,0-10%,Mid (500-1500),10,0,0,Not Rated,,,,,
Frabjous Alloy Necklace,Frabjous,Jewellery,Hyderabad,12-07-2023,2023-07,499,399,20,10-30%,Budget (<500),258,5160,0,Not Rated,,,,,
Charu Fashionz CER6 Showpiece  -  33 cm,Charu Fashionz,Home Decor & Festive Needs,Hyderabad,21-07-2023,2023-07,440,350,20.5,10-30%,Budget (<500),434,8897,0,Not Rated,,,,,
Jewelizer Bohemian Yellow Gold Plated Alloy Necklace,Jewelizer,Jewellery,Delhi,08-11-2023,2023-11,1099,399,63.7,50%+,Mid (500-1500),127,8090,0,Not Rated,,,,,
JaipurCrafts Designer Ethnic Collection Floor Rangoli Showpiece  -  0.6 cm,JaipurCrafts,Home Decor & Festive Needs,Bengaluru,25-09-2023,2023-09,1999,999,50,30-50%,Premium (1500-5000),178,8900,0,Not Rated,,,,,
Falconoverseas Fashion Brass Necklace,Falconoverseas,Jewellery,Mumbai,04-05-2023,2023-05,999,247,75.3,50%+,Mid (500-1500),146,10994,0,Not Rated,,,,,
IndianShelf 2 Drawer Spice Box Showpiece  -  11.17 cm,IndianShelf,Home Decor & Festive Needs,Pune,02-09-2023,2023-09,1450,685,52.8,50%+,Mid (500-1500),196,10349,0,Not Rated,,,,,
Divine Forever Alloy Necklace,Divine Forever,Jewellery,Hyderabad,10-07-2023,2023-07,599,499,16.7,10-30%,Mid (500-1500),32,534,0,Not Rated,,,,,
Harp Metal Necklace,Harp,Jewellery,Hyderabad,20-12-2023,2023-12,1200,299,75.1,50%+,Mid (500-1500),264,19826,0,Not Rated,,,,,
UFC Mart PR009492 Showpiece  -  25 cm,UFC Mart,Home Decor & Festive Needs,Hyderabad,04-05-2023,2023-05,1973,897,54.5,50%+,Premium (1500-5000),302,16459,0,Not Rated,,,,,
Hotpiper Beautiful Yellow Gold Plated Acrylic Necklace,Hotpiper,Jewellery,Bengaluru,25-12-2023,2023-12,640,325,49.2,30-50%,Mid (500-1500),222,10922,0,Not Rated,,,,,
Frontech jil-3911 Sub Woofer Hi-Fi System,Frontech,Home Entertainment,Hyderabad,02-07-2023,2023-07,2900,2900,0,0-10%,Premium (1500-5000),149,0,0,Not Rated,,,,,
JEWELIZER Bohemian Yellow Gold Plated Alloy Necklace,JEWELIZER,Jewellery,Pune,11-12-2023,2023-12,1099,399,63.7,50%+,Mid (500-1500),105,6689,0,Not Rated,,,,,
DressBerry Metal Necklace,DressBerry,Jewellery,Delhi,21-10-2023,2023-10,999,449,55.1,50%+,Mid (500-1500),399,21985,0,Not Rated,,,,,
Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece  -  10 cm,Infinity India,Home Decor & Festive Needs,Hyderabad,17-07-2023,2023-07,1499,750,50,30-50%,Mid (500-1500),221,11050,0,Not Rated,,,,,
Joyeria Milan Alloy Necklace,Joyeria Milan,Jewellery,Mumbai,26-08-2023,2023-08,499,299,40.1,30-50%,Budget (<500),22,882,0,Not Rated,,,,,
Centurion Basins LBRW Table Top Basin,Multicolor,Home Improvement,Hyderabad,08-10-2023,2023-10,5500,3650,33.6,30-50%,Luxury (5000+),204,6854,0,Not Rated,,,,,
ETTI ESJ87_RED Plastic Necklace,ETTI,Jewellery,Hyderabad,22-04-2023,2023-04,1200,250,79.2,50%+,Mid (500-1500),362,28670,0,Not Rated,,,,,
Intel 1.8 GHz LGA 1155 Celeron G460 Processor,Intel,Computers,Delhi,11-12-2023,2023-12,3500,2475,29.3,10-30%,Premium (1500-5000),491,14386,4.3,Rated,,,,,
Jewel Paradise Brass Plated Brass Necklace,Jewel Paradise,Jewellery,Hyderabad,03-05-2023,2023-05,599,399,33.4,30-50%,Mid (500-1500),10,334,0,Not Rated,,,,,
Indigocart Antique Brass Sand Timer Showpiece  -  10.16 cm,Indigocart,Home Decor & Festive Needs,Hyderabad,06-07-2023,2023-07,1099,480,56.3,50%+,Mid (500-1500),260,14638,0,Not Rated,,,,,
Jaipur Couture Metal Choker,Jaipur Couture,Jewellery,Bengaluru,10-06-2023,2023-06,500,200,60,50%+,Mid (500-1500),488,29280,0,Not Rated,,,,,
Intel 3.1 GHz LGA 1150 E3-1220 v3 Processor,Intel,Computers,Bengaluru,27-08-2023,2023-08,29999,24999,16.7,10-30%,Luxury (5000+),357,5962,0,Not Rated,,,,,
Fabulloso Metal Necklace,Fabulloso,Jewellery,Chennai,23-06-2023,2023-06,645,400,38,30-50%,Mid (500-1500),210,7980,0,Not Rated,,,,,
Gosome Free Style 4 Wheels Roller Blades In-line Skates - Size 7-10 US,Unknown,Sports & Fitness,Mumbai,27-07-2023,2023-07,3999,3499,12.5,10-30%,Premium (1500-5000),323,4038,0,Not Rated,,,,,
Hi Look Alloy Necklace,Hi Look,Jewellery,Pune,24-10-2023,2023-10,495,371,25.1,10-30%,Budget (<500),184,4618,0,Not Rated,,,,,
Disney Hello Kitty 4 Wheels Cutie In-line Skates - Size 30-33 Euro,Unknown,Sports & Fitness,Chennai,28-05-2023,2023-05,2999,1999,33.3,30-50%,Premium (1500-5000),426,14186,0,Not Rated,,,,,
Fashion Jewellery Mother of Pearl Necklace,Fashion Jewellery,Jewellery,Bengaluru,27-05-2023,2023-05,699,239,65.8,50%+,Mid (500-1500),411,27044,0,Not Rated,,,,,
Roller Derby Trac Star Quad Roller Skates - Size 12-2 US,Unknown,Sports & Fitness,Mumbai,13-11-2023,2023-11,7750,4650,40,30-50%,Luxury (5000+),307,12280,0,Not Rated,,,,,
JEWELIZER Statement Crystal Silver Plated Alloy Necklace,JEWELIZER,Jewellery,Bengaluru,10-09-2023,2023-09,1299,499,61.6,50%+,Mid (500-1500),26,1602,0,Not Rated,,,,,
Ark Creation Decorative Shankh,Ark Creation,Home Decor & Festive Needs,Delhi,05-12-2023,2023-12,999,650,34.9,30-50%,Mid (500-1500),402,14030,0,Not Rated,,,,,
Hi Look Alloy Necklace,Hi Look,Jewellery,Pune,08-09-2023,2023-09,195,165,15.4,10-30%,Budget (<500),20,308,1,Rated,,,,,
Diti Enterprises Showpiece  -  8 cm,Diti Enterprises,Home Decor & Festive Needs,Delhi,14-06-2023,2023-06,1099,479,56.4,50%+,Mid (500-1500),364,20530,0,Not Rated,,,,,
Jewel Paradise Brass Plated Brass Necklace,Jewel Paradise,Jewellery,Pune,21-05-2023,2023-05,599,399,33.4,30-50%,Mid (500-1500),83,2772,0,Not Rated,,,,,
Rastogi Handicrafts Showpiece  -  20 cm,Rastogi Handicrafts,Home Decor & Festive Needs,Chennai,21-09-2023,2023-09,999,450,55,50%+,Mid (500-1500),309,16995,0,Not Rated,,,,,
Fashion Jewellery Alloy Necklace,Fashion Jewellery,Jewellery,Bengaluru,11-07-2023,2023-07,699,239,65.8,50%+,Mid (500-1500),52,3422,0,Not Rated,,,,,
Craftuno Hand Painted Lord Ganesha Idols Door Hanging - Set of 2 Showpiece  -  0 cm,Craftuno,Home Decor & Festive Needs,Mumbai,26-07-2023,2023-07,309,309,0,0-10%,Budget (<500),382,0,0,Not Rated,,,,,
Falconoverseas Stylish Make Brass Necklace,Falconoverseas,Jewellery,Chennai,11-04-2023,2023-04,499,247,50.5,50%+,Budget (<500),496,25048,0,Not Rated,,,,,
Vicky Jupiter Quad Roller Skates - Size 12 - 16 UK,Unknown,Sports & Fitness,Hyderabad,14-10-2023,2023-10,900,800,11.1,10-30%,Mid (500-1500),17,189,0,Not Rated,,,,,
"Hotpiper Classic Pink Cubic Zirconia, Crystal Yellow Gold Plated Acrylic Necklace",Hotpiper,Jewellery,Mumbai,18-12-2023,2023-12,940,475,49.5,30-50%,Mid (500-1500),341,16880,0,Not Rated,,,,,
Urban Monk Creations umcgramo Showpiece  -  28 cm,Urban Monk Creations,Home Decor & Festive Needs,Mumbai,17-10-2023,2023-10,500,500,0,0-10%,Mid (500-1500),410,0,0,Not Rated,,,,,
Hand to Hearts Metal Necklace,Hand to Hearts,Jewellery,Pune,20-07-2023,2023-07,500,475,5,0-10%,Mid (500-1500),72,360,0,Not Rated,,,,,
IndianShelf 3 Drawer Spice Box Showpiece  -  25.4 cm,IndianShelf,Home Decor & Festive Needs,Bengaluru,20-04-2023,2023-04,1800,999,44.5,30-50%,Premium (1500-5000),459,20426,0,Not Rated,,,,,
"Jack Martin 40 W Sound Bar with Bluetooth , FM Radio & USB Input Mini Hi-Fi System",Jack Martin,Home Entertainment,Mumbai,27-07-2023,2023-07,6499,3790,41.7,30-50%,Luxury (5000+),246,10258,0,Not Rated,,,,,
Galz4ever Fine Polki Beaded Designer Alloy Necklace,Galz4ever,Jewellery,Delhi,12-11-2023,2023-11,849,249,70.7,50%+,Mid (500-1500),317,22412,0,Not Rated,,,,,
"Estella Fashion Alloy, Acrylic Necklace",Estella Fashion,Jewellery,Pune,11-11-2023,2023-11,1100,399,63.7,50%+,Mid (500-1500),272,17326,0,Not Rated,,,,,
"Ethnochic Steel, Brass, Glass, Bone Necklace",Ethnochic,Jewellery,Chennai,09-07-2023,2023-07,400,350,12.5,10-30%,Budget (<500),235,2938,0,Not Rated,,,,,
Hi Look Statement crystal Alloy Necklace,Hi Look,Jewellery,Mumbai,28-06-2023,2023-06,695,486,30.1,30-50%,Mid (500-1500),214,6441,0,Not Rated,,,,,
Hotpiper Heart Shape Yellow Gold Plated Acrylic Necklace,Hotpiper,Jewellery,Hyderabad,25-12-2023,2023-12,840,425,49.4,30-50%,Mid (500-1500),38,1877,0,Not Rated,,,,,
Indigocart White Metal in antique look Showpiece  -  10.16 cm,Indigocart,Home Decor & Festive Needs,Mumbai,07-11-2023,2023-11,1099,494,55.1,50%+,Mid (500-1500),134,7383,0,Not Rated,,,,,
Oxelo Fit3 In-line Skates - Size 3 UK,Unknown,Sports & Fitness,Delhi,12-04-2023,2023-04,3999,1704,57.4,50%+,Premium (1500-5000),43,2468,0,Not Rated,,,,,
Divine Forever Metal Necklace,Divine Forever,Jewellery,Hyderabad,16-04-2023,2023-04,800,499,37.6,30-50%,Mid (500-1500),426,16018,0,Not Rated,,,,,
Gia Multi-Beads With Chain Metal Necklace,Gia,Jewellery,Mumbai,06-04-2023,2023-04,499,299,40.1,30-50%,Budget (<500),331,13273,0,Not Rated,,,,,
Marwal White Metal Swan Holder Showpiece  -  15.24 cm,Marwal,Home Decor & Festive Needs,Pune,14-07-2023,2023-07,1599,799,50,30-50%,Premium (1500-5000),384,19200,0,Not Rated,,,,,
Giftwallas Crystal Necklace,Giftwallas,Jewellery,Pune,02-08-2023,2023-08,399,239,40.1,30-50%,Budget (<500),225,9023,4,Rated,,,,,
"Hotpiper Pearl, Crystal Acrylic Necklace",Hotpiper,Jewellery,Pune,06-12-2023,2023-12,940,490,47.9,30-50%,Mid (500-1500),276,13220,0,Not Rated,,,,,
Hedoneesta Metal Necklace,Hedoneesta,Jewellery,Delhi,05-05-2023,2023-05,600,165,72.5,50%+,Mid (500-1500),197,14283,0,Not Rated,,,,,
Hi Look Alloy Necklace,Hi Look,Jewellery,Delhi,18-06-2023,2023-06,495,371,25.1,10-30%,Budget (<500),88,2209,0,Not Rated,,,,,
Gurjari Thread Silk Dori Choker,Gurjari,Jewellery,Mumbai,27-09-2023,2023-09,350,350,0,0-10%,Budget (<500),269,0,0,Not Rated,,,,,
Galz4ever Antique Colour Bead Alloy Necklace,Galz4ever,Jewellery,Hyderabad,02-05-2023,2023-05,279,249,10.8,10-30%,Budget (<500),397,4288,0,Not Rated,,,,,
Hi Look Alloy Necklace,Hi Look,Jewellery,Mumbai,27-07-2023,2023-07,445,267,40,30-50%,Budget (<500),43,1720,0,Not Rated,,,,,
Indian Charm Red Poth Beads Glass Necklace,Indian Charm,Jewellery,Mumbai,17-12-2023,2023-12,515,464,9.9,0-10%,Mid (500-1500),256,2534,0,Not Rated,,,,,
Homefoster Silver Plated Porcelain Necklace,Homefoster,Jewellery,Mumbai,17-10-2023,2023-10,325,325,0,0-10%,Budget (<500),448,0,0,Not Rated,,,,,
Junk Metal Necklace,Junk,Jewellery,Hyderabad,28-04-2023,2023-04,299,299,0,0-10%,Budget (<500),196,0,0,Not Rated,,,,,
IESD Glass Necklace,IESD,Jewellery,Mumbai,13-10-2023,2023-10,230,180,21.7,10-30%,Budget (<500),76,1649,0,Not Rated,,,,,
DSC Pearl Alloy Necklace,DSC,Jewellery,Pune,28-05-2023,2023-05,999,399,60.1,50%+,Mid (500-1500),259,15566,0,Not Rated,,,,,
Indian Fashion Guru Artificial Jewellery Ceramic Necklace,Indian Fashion Guru,Jewellery,Chennai,23-05-2023,2023-05,800,349,56.4,50%+,Mid (500-1500),224,12634,0,Not Rated,,,,,
Hi Look Statement crystal Alloy Necklace,Hi Look,Jewellery,Pune,16-12-2023,2023-12,695,399,42.6,30-50%,Mid (500-1500),232,9883,0,Not Rated,,,,,
Jewelizer Bohemian Yellow Gold Plated Alloy Necklace,Jewelizer,Jewellery,Pune,09-12-2023,2023-12,1099,399,63.7,50%+,Mid (500-1500),494,31468,0,Not Rated,,,,,
Jadoo Collections Alloy Necklace,Jadoo Collections,Jewellery,Chennai,17-11-2023,2023-11,899,459,48.9,30-50%,Mid (500-1500),429,20978,0,Not Rated,,,,,
Hedoneesta Metal Necklace,Hedoneesta,Jewellery,Chennai,03-06-2023,2023-06,1250,150,88,50%+,Mid (500-1500),308,27104,0,Not Rated,,,,,
Jewel Touch Bright Sapphire Scale Shape Design Alloy Necklace,Jewel Touch,Jewellery,Mumbai,28-09-2023,2023-09,1050,480,54.3,50%+,Mid (500-1500),283,15367,0,Not Rated,,,,,
Jewelina Gems Brass Necklace,Jewelina Gems,Jewellery,Pune,27-05-2023,2023-05,1866,499,73.3,50%+,Premium (1500-5000),223,16346,0,Not Rated,,,,,
Joyeria Milan Orange And Black Beaded Resin Necklace,Joyeria Milan,Jewellery,Hyderabad,16-07-2023,2023-07,499,499,0,0-10%,Budget (<500),243,0,0,Not Rated,,,,,
Frabjous Alloy Necklace,Frabjous,Jewellery,Pune,09-10-2023,2023-10,379,379,0,0-10%,Budget (<500),225,0,0,Not Rated,,,,,
Gift Island Alloy Necklace,Gift Island,Jewellery,Bengaluru,14-12-2023,2023-12,399,399,0,0-10%,Budget (<500),112,0,0,Not Rated,,,,,
GoldNera Alloy Necklace,GoldNera,Jewellery,Delhi,13-04-2023,2023-04,987,299,69.7,50%+,Mid (500-1500),159,11082,0,Not Rated,,,,,
Jewelizer Alloy Necklace,Jewelizer,Jewellery,Mumbai,06-12-2023,2023-12,599,299,50.1,50%+,Mid (500-1500),25,1253,0,Not Rated,,,,,
Fashion Jewellery Alloy Necklace,Fashion Jewellery,Jewellery,Mumbai,19-04-2023,2023-04,699,239,65.8,50%+,Mid (500-1500),208,13686,0,Not Rated,,,,,
Dhrohar Black Geometric Irregular Yellow Gold Plated Alloy Necklace,Dhrohar,Jewellery,Bengaluru,19-06-2023,2023-06,1399,299,78.6,50%+,Mid (500-1500),272,21379,0,Not Rated,,,,,
Hi Look Alloy Necklace,Hi Look,Jewellery,Delhi,14-06-2023,2023-06,695,295,57.6,50%+,Mid (500-1500),115,6624,0,Not Rated,,,,,
Invogue Art Rose Gold Plated Nickel Necklace,Invogue Art,Jewellery,Bengaluru,27-08-2023,2023-08,499,499,0,0-10%,Budget (<500),13,0,0,Not Rated,,,,,
Imitzworld Alloy Necklace,Imitzworld,Jewellery,Chennai,09-04-2023,2023-04,415,349,15.9,10-30%,Budget (<500),190,3021,0,Not Rated,,,,,
Jewelina Gems Brass Necklace,Jewelina Gems,Jewellery,Pune,21-05-2023,2023-05,2036,499,75.5,50%+,Premium (1500-5000),429,32390,0,Not Rated,,,,,
DressBerry Enamel Plated Metal Necklace,DressBerry,Jewellery,Pune,10-04-2023,2023-04,499,224,55.1,50%+,Budget (<500),333,18348,0,Not Rated,,,,,
FashBlush Chic Bead And Crystal Alloy Necklace,FashBlush,Jewellery,Delhi,19-09-2023,2023-09,2499,259,89.6,50%+,Premium (1500-5000),429,38438,0,Not Rated,,,,,
Leoxsys LEO-150N-3G-AD,Leoxsys,Computers,Mumbai,19-09-2023,2023-09,2990,1990,33.4,30-50%,Premium (1500-5000),77,2572,3,Rated,,,,,
Divine Forever Alloy Necklace,Divine Forever,Jewellery,Mumbai,27-12-2023,2023-12,399,299,25.1,10-30%,Budget (<500),345,8660,0,Not Rated,,,,,
Xlr8 Sizzle Rage Combo Set,Unknown,Beauty and Personal Care,Mumbai,06-11-2023,2023-11,330,300,9.1,0-10%,Budget (<500),465,4232,0,Not Rated,,,,,
Hotpiper Acrylic Necklace,Hotpiper,Jewellery,Mumbai,05-06-2023,2023-06,900,455,49.4,30-50%,Mid (500-1500),471,23267,0,Not Rated,,,,,
Starmark BTS Voyage Art Polyester Pencil Box,Unknown,Toys & School Supplies,Mumbai,26-09-2023,2023-09,179,99,44.7,30-50%,Budget (<500),470,21009,0,Not Rated,,,,,
Jewelizer Bohemian Yellow Gold Plated Alloy Necklace,Jewelizer,Jewellery,Hyderabad,26-07-2023,2023-07,1099,399,63.7,50%+,Mid (500-1500),418,26627,0,Not Rated,,,,,
Jewelizer Alloy Necklace,Jewelizer,Jewellery,Delhi,06-10-2023,2023-10,500,500,0,0-10%,Mid (500-1500),413,0,0,Not Rated,,,,,
"Anna Andre Paris Set of Dark Fire, Majesty & Majesty Deodorants Combo Set",Unknown,Beauty and Personal Care,Hyderabad,28-07-2023,2023-07,540,349,35.4,30-50%,Mid (500-1500),111,3929,0,Not Rated,,,,,
Hawai Rings Ensemble Fashion Jewellery Alloy Necklace,Hawai,Jewellery,Chennai,15-08-2023,2023-08,1249,449,64.1,50%+,Mid (500-1500),142,9102,0,Not Rated,,,,,
Nike Combo Set,Unknown,Beauty and Personal Care,Mumbai,13-10-2023,2023-10,498,339,31.9,30-50%,Budget (<500),380,12122,3,Rated,,,,,
Fayon Golden Tassel Alloy Necklace,Fayon,Jewellery,Bengaluru,01-11-2023,2023-11,1150,375,67.4,50%+,Mid (500-1500),95,6403,4,Rated,,,,,
Neo Gold Leaf Disney Car New Combo Art Plastic Pencil Box,Unknown,Pens & Stationery,Chennai,26-10-2023,2023-10,499,449,10,0-10%,Budget (<500),305,3050,0,Not Rated,,,,,
Zeva Keepz U On Combo Set,Unknown,Beauty and Personal Care,Hyderabad,04-11-2023,2023-11,332,245,26.2,10-30%,Budget (<500),42,1100,0,Not Rated,,,,,
Jocular Wood Necklace,Jocular,Jewellery,Delhi,14-05-2023,2023-05,799,349,56.3,50%+,Mid (500-1500),368,20718,0,Not Rated,,,,,
Zeva Keepz U On Gift Set  Combo Set,Unknown,Beauty and Personal Care,Mumbai,15-09-2023,2023-09,257,195,24.1,10-30%,Budget (<500),326,7857,0,Not Rated,,,,,
Galz4ever Layred Peacock Designer Alloy Necklace,Galz4ever,Jewellery,Hyderabad,16-08-2023,2023-08,299,250,16.4,10-30%,Budget (<500),253,4149,0,Not Rated,,,,,
Disney Snow White Cartoon Art Metal Pencil Box,Unknown,Toys & School Supplies,Hyderabad,11-10-2023,2023-10,99,89,10.1,10-30%,Budget (<500),488,4929,0,Not Rated,,,,,
Palakz Sporty Pencil Pouch Art Nylon Pencil Box,Unknown,Pens & Stationery,Pune,15-06-2023,2023-06,599,399,33.4,30-50%,Mid (500-1500),309,10321,0,Not Rated,,,,,
Smartcraft Generic Netted Art Cloth Pencil Box,Unknown,Toys & School Supplies,Delhi,20-09-2023,2023-09,59,41,30.5,30-50%,Budget (<500),114,3477,0,Not Rated,,,,,
Engross Metal Necklace,Engross,Jewellery,Mumbai,11-07-2023,2023-07,999,450,55,50%+,Mid (500-1500),13,715,0,Not Rated,,,,,
Fashion Jewellery Alloy Necklace,Fashion Jewellery,Jewellery,Bengaluru,15-12-2023,2023-12,699,239,65.8,50%+,Mid (500-1500),426,28031,0,Not Rated,,,,,
Park Avenue Combo Set,Unknown,Beauty and Personal Care,Hyderabad,17-07-2023,2023-07,320,320,0,0-10%,Budget (<500),41,0,0,Not Rated,,,,,
Fashion Pitaraa Metal Necklace,Fashion Pitaraa,Jewellery,Hyderabad,12-09-2023,2023-09,590,354,40,30-50%,Mid (500-1500),350,14000,0,Not Rated,,,,,
Netgear R6220 AC1200 Dual Band Gigabit Wi-Fi Router,Netgear,Computers,Mumbai,18-08-2023,2023-08,7000,4250,39.3,30-50%,Luxury (5000+),296,11633,5,Rated,,,,,
"Layer'r Shot Compact Shock,Impact And Turbo Body Spray (Pack Of 3) Combo Set",Unknown,Beauty and Personal Care,Mumbai,21-06-2023,2023-06,375,350,6.7,0-10%,Budget (<500),187,1253,0,Not Rated,,,,,
Hotpiper Elegant Crystal Acrylic Necklace,Hotpiper,Jewellery,Hyderabad,11-05-2023,2023-05,850,425,50,30-50%,Mid (500-1500),222,11100,0,Not Rated,,,,,
Jadoo Collections Alloy Necklace,Jadoo Collections,Jewellery,Delhi,19-11-2023,2023-11,999,399,60.1,50%+,Mid (500-1500),316,18992,0,Not Rated,,,,,
Merlin WiFi N Repeater,Merlin,Computers,Bengaluru,01-07-2023,2023-07,2300,2195,4.6,0-10%,Premium (1500-5000),354,1628,0,Not Rated,,,,,
Fashion Jewellery Alloy Necklace,Fashion Jewellery,Jewellery,Mumbai,07-06-2023,2023-06,699,239,65.8,50%+,Mid (500-1500),36,2369,0,Not Rated,,,,,
Ryka Circle Circle Art Rexine Cloth Pencil Box,Unknown,Pens & Stationery,Delhi,06-08-2023,2023-08,380,230,39.5,30-50%,Budget (<500),157,6202,0,Not Rated,,,,,
Tenda 3G150B,Tenda,Computers,Bengaluru,19-09-2023,2023-09,3000,1773,40.9,30-50%,Premium (1500-5000),175,7158,3,Rated,,,,,
